image_index,mse,annotation
316,0.8157525,correct
317,0.33404312,correct
318,0.7360375,correct
319,0.58267605,correct
320,0.4968564,correct
321,0.730362,correct
322,0.44281405,correct
323,0.29258254,correct
324,0.666512,correct
325,0.29120553,correct
326,0.6500952,correct
327,0.7995749,correct
328,0.7822075,correct
329,0.56959003,correct
330,0.9258054,correct
331,0.16617543,correct
332,0.91887534,correct
333,1.124796,correct
334,1.243361,correct
335,0.63377404,correct
336,0.39681423,correct
337,0.9033417,correct
338,0.39334357,correct
339,0.7432432,correct
340,1.7497264,correct
341,0.6372121,correct
342,2.3542242,correct
343,0.6188242,correct
344,0.5841881,correct
345,7.7906404,incorrect
346,0.35021085,correct
347,0.32201493,correct
348,0.5865094,correct
349,0.5290198,correct
350,1727.269,incorrect
351,0.6812785,correct
352,0.18920681,correct
353,0.44064665,correct
354,0.57826185,correct
355,0.22905502,correct
356,0.45707035,correct
357,1.0318105,correct
358,1.0667857,correct
359,0.69958484,correct
360,1.1813569,correct
361,1.4531349,correct
362,3.3019655,correct
363,0.4754517,correct
364,0.99030614,correct
365,0.35319704,correct
366,3.4715228,correct
367,1701.3295,incorrect
368,0.57219785,correct
369,0.41029176,correct
370,0.34002304,correct
371,0.5866183,correct
372,1.6996024,correct
373,0.39782345,correct
374,2.0736094,correct
375,279.14505,incorrect
376,1.1285836,correct
377,0.49469763,correct
378,1.238112,correct
379,0.2481316,correct
380,1.6476915,correct
381,0.9656203,correct
382,1.2002282,correct
383,0.6740211,correct
384,1.0877836,correct
385,0.464131,correct
386,1.1679671,correct
387,0.84384453,correct
388,29.673655,incorrect
389,0.4308365,correct
390,1.1985738,correct
391,0.37962663,correct
392,0.7486992,correct
393,0.42212617,correct
394,0.9036624,correct
395,0.47806036,correct
396,1.0784131,correct
397,0.3974017,correct
398,0.8065773,correct
399,0.7008597,correct
400,0.9696684,correct
401,0.6383219,correct
402,0.84420514,correct
403,0.6275125,correct
404,0.84387904,correct
405,1.6235162,correct
406,0.5565781,correct
407,0.77409816,correct
408,0.9207344,correct
409,0.3952222,correct
410,0.823279,correct
411,5111.512,incorrect
412,0.3505608,correct
413,0.4886014,correct
414,1.043078,correct
415,0.46961397,correct
416,0.48922378,correct
417,0.54196715,correct
418,0.2933442,correct
419,0.6082085,correct
420,0.7402934,correct
421,1.2509487,correct
422,0.7205877,correct
423,1.2582799,correct
424,0.5413514,correct
425,0.48264,correct
426,0.34722024,correct
427,13.186039,incorrect
428,1245.6503,incorrect
429,0.8063028,correct
430,0.855404,correct
431,1.8318338,correct
432,0.73072594,correct
433,0.6196054,correct
434,0.6653621,correct
435,0.5931474,correct
436,0.68798625,correct
437,0.6351618,correct
438,1.1887715,correct
439,1.0458535,correct
440,0.6161399,correct
441,0.76091665,correct
442,0.8357185,correct
443,1.3173194,correct
444,0.23565409,correct
445,0.39410624,correct
446,1.4587857,correct
447,0.39433804,correct
448,0.5425825,correct
449,0.53415996,correct
450,0.90840834,correct
451,0.77071637,correct
452,0.59904057,correct
453,0.5300038,correct
454,0.33478612,correct
455,0.63260496,correct
456,0.40311933,correct
457,0.48684424,correct
458,0.31261313,correct
459,0.5282161,correct
460,0.36468047,correct
461,1.3141568,correct
462,0.19145972,correct
463,1.4464633,correct
464,0.2619999,correct
465,1.0687017,correct
466,0.58479625,correct
467,349.97717,incorrect
468,0.595226,correct
469,0.39305478,correct
470,0.7582351,correct
471,0.50593174,correct
472,0.36761057,correct
473,3.1251945,correct
474,0.78736854,correct
475,0.6874561,correct
476,0.73415756,correct
477,0.4371782,correct
478,269.4098,incorrect
479,0.39772114,correct
480,0.7607379,correct
481,0.36611307,correct
482,1.2649813,correct
483,0.7158885,correct
484,1.7356791,correct
485,1.7660446,correct
486,0.6925094,correct
487,0.66049176,correct
488,1.3254845,correct
489,0.7567123,correct
490,4.5000596,correct
491,0.88553995,correct
492,0.38444328,correct
493,0.84142876,correct
494,531.4164,incorrect
495,0.6262516,correct
496,0.9856613,correct
497,1.0814004,correct
498,1.2630389,correct
499,0.391127,correct
500,0.5927388,correct
501,0.41240874,correct
502,0.30124584,correct
503,0.8695363,correct
504,0.967425,correct
505,0.58678067,correct
506,0.25827986,correct
507,0.3625012,correct
508,0.89003026,correct
509,0.81492996,correct
510,1.0669677,correct
511,0.77762055,correct
512,0.256465,correct
513,0.42465365,correct
514,0.45823026,correct
515,0.583603,correct
516,2.8308907,correct
517,1.1848334,correct
518,0.3195196,correct
519,0.84806216,correct
520,0.40812612,correct
521,0.6745657,correct
522,0.15795836,correct
523,0.7088033,correct
524,2192.7031,incorrect
525,156.67091,incorrect
526,0.63899446,correct
527,0.30426085,correct
528,0.359775,correct
529,28.770964,incorrect
530,0.31324354,correct
531,0.2516173,correct
532,0.6138097,correct
533,0.6079949,correct
534,0.6781304,correct
535,0.44309455,correct
536,0.37765545,correct
537,19.481766,incorrect
538,0.46087322,correct
539,0.8155953,correct
540,1.1080929,correct
541,0.812948,correct
542,1.0421857,correct
543,0.753041,correct
544,0.18592098,correct
545,1.0397053,correct
546,0.34304407,correct
547,0.8040142,correct
548,1.2378559,correct
549,0.6825609,correct
550,0.371591,correct
551,0.55615234,correct
552,0.6906824,correct
553,0.75087476,correct
554,3.3999143,correct
555,0.64769036,correct
556,197.46536,incorrect
557,0.4410259,correct
558,0.7729093,correct
559,1.401313,correct
560,1.3223076,correct
561,0.4263317,correct
562,0.7318356,correct
563,0.60566616,correct
564,0.5385498,correct
565,0.79420817,correct
566,513.5504,incorrect
567,0.8915789,correct
568,0.7193427,correct
569,0.5138368,correct
570,0.25597912,correct
571,0.46518505,correct
572,0.96254265,correct
573,0.774675,correct
574,0.23065175,correct
575,0.38748968,correct
576,0.23769271,correct
577,0.6732518,correct
578,0.27043575,correct
579,1.1829038,correct
580,0.48360938,correct
581,1.0390675,correct
582,0.8224356,correct
583,0.33773687,correct
584,0.61166537,correct
585,0.51041126,correct
586,0.25389367,correct
587,3.8050456,correct
588,0.39290637,correct
589,0.44838846,correct
590,0.7004945,correct
591,0.94572836,correct
592,0.42996997,correct
593,0.5833576,correct
594,0.6804768,correct
595,0.3763243,correct
596,1.7677326,correct
597,0.4842175,correct
598,0.63890207,correct
599,1.6163542,correct
600,0.57417476,correct
601,0.40547365,correct
602,0.4358713,correct
603,0.21348053,correct
604,0.72866434,correct
605,1.083456,correct
606,0.57771826,correct
607,0.295582,correct
608,0.25257695,correct
609,0.4590479,correct
610,0.5700228,correct
611,3863.449,incorrect
612,0.28202134,correct
613,0.40960744,correct
614,0.792015,correct
615,0.4418781,correct
616,1.2750409,correct
617,0.5374576,correct
618,0.3865868,correct
619,72.53404,incorrect
620,1.5643238,correct
621,0.7824076,correct
622,0.80116457,correct
623,0.63319445,correct
624,0.48812628,correct
625,0.6433594,correct
626,0.298132,correct
627,0.23459096,correct
628,0.8274854,correct
629,0.7762622,correct
630,1.4099327,correct
631,1.8797148,correct
632,3.3120918,correct
633,1.0972579,correct
634,0.66056526,correct
635,0.25020015,correct
636,0.4728814,correct
637,0.35344833,correct
638,0.48765492,correct
639,0.9251072,correct
640,0.42234784,correct
641,1.2285553,correct
642,0.6587097,correct
643,0.34131944,correct
644,0.38329947,correct
645,0.6028173,correct
646,1440.3785,incorrect
647,0.9029937,correct
648,0.6568771,correct
649,0.5523578,correct
650,0.5001817,correct
651,0.3079016,correct
652,1.3799466,correct
653,0.6606502,correct
654,0.5839745,correct
655,1.1189903,correct
656,0.61046934,correct
657,91.1905,incorrect
658,0.7832439,correct
659,0.7681465,correct
660,2475.1592,incorrect
661,391.989,incorrect
662,0.7728883,correct
663,1.1896919,correct
664,1.3140733,correct
665,0.7783334,correct
666,0.25458735,correct
667,0.32567573,correct
668,0.6641036,correct
669,3573.959,incorrect
670,0.9742359,correct
671,782.666,incorrect
672,0.9055713,correct
673,0.9013658,correct
674,0.2531124,correct
675,0.40178967,correct
676,3.112065,correct
677,1.2518083,correct
678,1.0451554,correct
679,0.5924327,correct
680,0.4900871,correct
681,0.40189728,correct
682,1.0047779,correct
683,2.0488548,correct
684,1.1020782,correct
685,0.66792643,correct
686,0.9577842,correct
687,0.38679126,correct
688,0.5767362,correct
689,1.0130183,correct
690,0.39491597,correct
691,0.29646724,correct
692,0.6728708,correct
693,0.55960625,correct
694,1.1806072,correct
695,0.3210402,correct
696,383.23996,incorrect
697,0.4046212,correct
698,0.6677775,correct
699,0.79516625,correct
700,0.6185327,correct
701,582.02734,incorrect
702,0.881106,correct
703,1.1283085,correct
704,0.6572404,correct
705,0.5528392,correct
706,0.66959023,correct
707,0.47310168,correct
708,0.37380487,correct
709,0.77165806,correct
710,2.1646862,correct
711,0.31724453,correct
712,0.23236853,correct
713,0.2033705,correct
714,0.6403167,correct
715,0.5716772,correct
716,0.40895414,correct
717,1.2629316,correct
718,0.71307296,correct
719,0.48875242,correct
720,0.5183658,correct
721,0.54365534,correct
722,1.0809485,correct
723,1.6393064,correct
724,0.660777,correct
725,0.9334049,correct
726,0.56946605,correct
727,0.15670498,correct
728,1.672924,correct
729,0.59444785,correct
730,0.6048033,correct
731,0.5354681,correct
732,1.8022618,correct
733,4.306379,correct
734,0.72139335,correct
735,0.9925487,correct
736,0.43849054,correct
737,1530.7478,incorrect
738,0.79175866,correct
739,0.509807,correct
740,0.3128848,correct
741,0.6807809,correct
742,0.58162004,correct
743,0.4487419,correct
744,0.2487366,correct
745,0.3497246,correct
746,0.522016,correct
747,2.6121047,correct
748,0.83122027,correct
749,0.9159724,correct
750,0.59844947,correct
751,0.3000503,correct
752,0.31571674,correct
753,0.49799144,correct
754,0.6436636,correct
755,0.39746076,correct
756,0.96008605,correct
757,0.50526667,correct
758,1.1035175,correct
759,0.29956722,correct
760,0.9700818,correct
761,0.57020104,correct
762,0.65914786,correct
763,0.72103095,correct
764,0.5628554,correct
765,0.97906405,correct
766,0.4670402,correct
767,0.67064345,correct
768,0.4966814,correct
769,0.8573518,correct
770,0.8170434,correct
771,1.0907147,correct
772,0.6480185,correct
773,0.3685649,correct
774,0.58376503,correct
775,104.47584,incorrect
776,0.69207567,correct
777,1.9716573,correct
778,0.8045098,correct
779,0.92847717,correct
780,0.91177845,correct
781,3079.4258,incorrect
782,0.46506193,correct
783,0.5605209,correct
784,1.0400788,correct
785,0.8567453,correct
786,1.0856602,correct
787,0.17072421,correct
788,0.81714714,correct
789,0.39739317,correct
790,0.44308758,correct
791,0.45146805,correct
792,0.7930453,correct
793,0.74147034,correct
794,1.0194623,correct
795,582.32227,incorrect
796,0.64925504,correct
797,0.8400339,correct
798,0.69559187,correct
799,1.6740239,correct
800,2.9705615,correct
801,0.6858925,correct
802,0.804924,correct
803,0.48200125,correct
804,0.81250614,correct
805,0.70342636,correct
806,0.47905096,correct
807,0.49804002,correct
808,0.46247992,correct
809,0.86462235,correct
810,0.33412004,correct
811,0.63651097,correct
812,0.33260798,correct
813,0.34687796,correct
814,0.81798285,correct
815,1.3479877,correct
816,0.246723,correct
817,1.7065388,correct
818,0.9858116,correct
819,2.1464734,correct
820,1.0512686,correct
821,0.4151708,correct
822,0.4133642,correct
823,1501.0752,incorrect
824,0.8908345,correct
825,0.8846408,correct
826,1.1846609,correct
827,0.5973883,correct
828,1.0675646,correct
829,0.62508667,correct
830,0.6838808,correct
831,0.42192036,correct
832,76.46095,incorrect
833,1.1450388,correct
834,1819.7001,incorrect
835,0.57564956,correct
836,0.5450075,correct
837,872.53564,incorrect
838,595.92883,incorrect
839,0.45142287,correct
840,0.8535141,correct
841,0.879028,correct
842,0.29567105,correct
843,0.58890724,correct
844,0.80523586,correct
845,0.8906823,correct
846,1.2143091,correct
847,1.9693245,correct
848,1.110091,correct
849,0.9523797,correct
850,0.8112428,correct
851,0.6942687,correct
852,0.17394206,correct
853,0.9995409,correct
854,0.6439792,correct
855,0.6918879,correct
856,0.5883272,correct
857,0.31941146,correct
858,1.206238,correct
859,23.515635,incorrect
860,0.63780034,correct
861,1.9382026,correct
862,2.1416235,correct
863,1.0462421,correct
864,0.3733361,correct
865,0.4372673,correct
866,0.5174485,correct
867,0.5301902,correct
868,1.5207101,correct
869,742.1437,incorrect
870,1.2304778,correct
871,0.7497384,correct
872,0.9044666,correct
873,33.63616,incorrect
874,0.76960135,correct
875,1.0379379,correct
876,0.6713622,correct
877,0.98520076,correct
878,699.35565,incorrect
879,0.32449156,correct
880,0.24977705,correct
881,0.5769365,correct
882,0.7417351,correct
883,0.8362967,correct
884,0.44795167,correct
885,0.4164309,correct
886,0.50917256,correct
887,0.33890074,correct
888,2.2278237,correct
889,1.1588498,correct
890,0.33997902,correct
891,1.476321,correct
892,0.4276536,correct
893,0.3297898,correct
894,506.7115,incorrect
895,0.39282,correct
896,0.3109687,correct
897,2.0290134,correct
898,0.46452358,correct
899,0.659219,correct
900,0.28885955,correct
901,976.43945,incorrect
902,0.45965666,correct
903,0.5798414,correct
904,0.62137365,correct
905,0.4691698,correct
906,0.52273047,correct
907,2173.1262,incorrect
908,0.6912676,correct
909,0.74735034,correct
910,0.67544305,correct
911,0.68883926,correct
912,54.0086,incorrect
913,0.30401403,correct
914,0.8789438,correct
915,448.36594,incorrect
916,0.6857587,correct
917,0.5268772,correct
918,0.57178766,correct
919,0.7718837,correct
920,1.5690305,correct
921,0.53441185,correct
922,0.40176296,correct
923,0.1881421,correct
924,0.6182247,correct
925,0.41062358,correct
926,1.0011921,correct
927,45.850014,incorrect
928,0.3166041,correct
929,0.4304377,correct
930,1.0512619,correct
931,0.33293137,correct
932,1.1163721,correct
933,0.7039393,correct
934,0.9569229,correct
935,1.0078686,correct
936,0.77282995,correct
937,0.5010437,correct
938,0.6470052,correct
939,292.03787,incorrect
940,1.3887048,correct
941,0.59371555,correct
942,0.4408345,correct
943,0.19215962,correct
944,0.6009656,correct
945,1.4193134,correct
946,0.4329799,correct
947,0.6274247,correct
948,0.60295,correct
949,0.78173786,correct
950,0.9858226,correct
951,3.9109628,correct
952,0.6541121,correct
953,0.28230974,correct
954,0.78531504,correct
955,0.5974215,correct
956,0.4656501,correct
957,0.22608022,correct
958,0.8019074,correct
959,0.6738163,correct
960,2.75006,correct
961,0.59101796,correct
962,0.54709053,correct
963,0.42547756,correct
964,0.65266323,correct
965,0.39528298,correct
966,2.2540314,correct
967,0.9208083,correct
968,1.1285292,correct
969,1.1295127,correct
970,226.54893,incorrect
971,0.6863774,correct
972,0.46666393,correct
973,0.64353395,correct
974,0.5128176,correct
975,1.5086622,correct
976,0.2699613,correct
977,0.72365427,correct
978,1.0740312,correct
979,0.63285255,correct
980,1121.1987,incorrect
981,507.65936,incorrect
982,0.2990661,correct
983,1.3326687,correct
984,0.537479,correct
985,0.9771101,correct
986,1.0920564,correct
987,0.8814878,correct
988,0.57480323,correct
989,0.23520531,correct
990,2.1989362,correct
991,0.31583214,correct
992,0.785854,correct
993,1.6524005,correct
994,0.6275625,correct
995,0.7071265,correct
996,0.34678337,correct
997,0.39079398,correct
998,0.6252495,correct
999,0.40545177,correct
1000,0.34115326,correct
1001,0.9051892,correct
1002,0.59044904,correct
1003,1.3820992,correct
1004,1.3183382,correct
1005,0.36459458,correct
1006,0.88540137,correct
1007,0.48657393,correct
1008,0.75782293,correct
1009,85.009995,incorrect
1010,1.1158637,correct
1011,0.6162853,correct
1012,0.45895025,correct
1013,0.67941356,correct
1014,1.1617317,correct
1015,0.611595,correct
1016,0.29664472,correct
1017,0.95648634,correct
1018,2.024172,correct
1019,0.7690997,correct
1020,0.7149378,correct
1021,0.34198081,correct
1022,39.239067,incorrect
1023,0.28044158,correct
1024,0.52378166,correct
1025,0.4742449,correct
1026,0.7364982,correct
1027,0.90081644,correct
1028,1.2162986,correct
1029,0.54509944,correct
1030,1.0138018,correct
1031,0.5133767,correct
1032,0.43894786,correct
1033,0.47757077,correct
1034,0.4296801,correct
1035,0.52848303,correct
1036,0.31179482,correct
1037,0.7739783,correct
1038,0.6879508,correct
1039,739.894,incorrect
1040,0.37970477,correct
1041,0.14740033,correct
1042,0.9002004,correct
1043,0.9438129,correct
1044,0.32656702,correct
1045,0.8195108,correct
1046,0.92525715,correct
1047,0.6474342,correct
1048,0.39205372,correct
1049,0.5700768,correct
1050,0.5919121,correct
1051,0.53468245,correct
1052,1.3751369,correct
1053,0.49825764,correct
1054,0.73714453,correct
1055,0.6702591,correct
1056,1688.0792,incorrect
1057,0.38624397,correct
1058,0.64053017,correct
1059,1.9320558,correct
1060,0.67298037,correct
1061,0.69461983,correct
1062,1.4039626,correct
1063,1.5794214,correct
1064,0.6063424,correct
1065,2.195515,correct
1066,0.42168298,correct
1067,0.6443119,correct
1068,0.45224822,correct
1069,0.9569373,correct
1070,0.307177,correct
1071,0.6101828,correct
1072,1.2455685,correct
1073,0.9044608,correct
1074,252.32857,incorrect
1075,0.84587383,correct
1076,0.37642074,correct
1077,0.6905266,correct
1078,0.70561564,correct
1079,0.4344735,correct
1080,0.67160803,correct
1081,0.78732944,correct
1082,1172.4225,incorrect
1083,0.41436446,correct
1084,0.7194475,correct
1085,0.47969615,correct
1086,0.2580945,correct
1087,0.6914023,correct
1088,0.34509176,correct
1089,0.8681099,correct
1090,3.9059172,correct
1091,0.48688716,correct
1092,311.9555,incorrect
1093,4.6512456,correct
1094,1.3005128,correct
1095,1.2328818,correct
1096,0.8726079,correct
1097,1.3370622,correct
1098,0.90952605,correct
1099,1.0059171,correct
1100,0.6608047,correct
1101,0.76203334,correct
1102,0.5046673,correct
1103,0.66633666,correct
1104,0.8118545,correct
1105,1.0196326,correct
1106,1.7676392,correct
1107,0.36940885,correct
1108,0.5108076,correct
1109,0.6848135,correct
1110,0.21610835,correct
1111,0.59574085,correct
1112,553.3522,incorrect
1113,0.27454525,correct
1114,0.51753896,correct
1115,0.60317767,correct
1116,1.7492762,correct
1117,0.88158727,correct
1118,0.39578223,correct
1119,1.0599905,correct
1120,211.31665,incorrect
1121,0.4109007,correct
1122,1.3357399,correct
1123,0.6853177,correct
1124,0.7490037,correct
1125,1.2884558,correct
1126,0.5150434,correct
1127,0.22823633,correct
1128,0.7242507,correct
1129,0.7611861,correct
1130,0.28845403,correct
1131,0.350542,correct
1132,0.27895504,correct
1133,1.1891167,correct
1134,0.65922844,correct
1135,0.21635172,correct
1136,0.86393213,correct
1137,0.9319862,correct
1138,0.4920408,correct
1139,0.938774,correct
1140,0.749773,correct
1141,0.36051276,correct
1142,0.50260085,correct
1143,1.2168641,correct
1144,1.268104,correct
1145,0.6336108,correct
1146,0.7424737,correct
1147,0.2659405,correct
1148,0.17868137,correct
1149,1.5836203,correct
1150,0.2112091,correct
1151,0.6933758,correct
1152,1241.7117,incorrect
1153,0.47933397,correct
1154,0.54568225,correct
1155,0.5841582,correct
1156,0.31971166,correct
1157,0.7298621,correct
1158,0.8585828,correct
1159,0.72254753,correct
1160,0.51505584,correct
1161,0.95493805,correct
1162,0.531847,correct
1163,0.29754657,correct
1164,0.83927566,correct
1165,0.39072773,correct
1166,0.9485755,correct
1167,0.47996473,correct
1168,3.468277,correct
1169,0.80654716,correct
1170,0.49512953,correct
1171,0.33246,correct
1172,0.35594627,correct
1173,0.94263226,correct
1174,0.7745217,correct
1175,0.6473925,correct
1176,0.76078993,correct
1177,0.68996924,correct
1178,0.58189833,correct
1179,0.35851747,correct
1180,0.3982963,correct
1181,0.9480573,correct
1182,0.51511633,correct
1183,964.60254,incorrect
1184,0.4951586,correct
1185,0.38780084,correct
1186,0.671855,correct
1187,0.59095734,correct
1188,0.6046607,correct
1189,1.3413566,correct
1190,0.7196977,correct
1191,0.68463933,correct
1192,403.51154,incorrect
1193,0.25125256,correct
1194,1.6505837,correct
1195,0.9886086,correct
1196,0.19557466,correct
1197,0.25154936,correct
1198,0.3718413,correct
1199,0.26497772,correct
1200,0.21368775,correct
1201,0.8552643,correct
1202,0.66961145,correct
1203,0.4645447,correct
1204,0.5534578,correct
1205,1.5283787,correct
1206,0.4713161,correct
1207,0.35176802,correct
1208,0.3067972,correct
1209,0.90358675,correct
1210,10.976478,incorrect
1211,0.23415846,correct
1212,0.6135045,correct
1213,0.30258536,correct
1214,176.36427,incorrect
1215,1.2502786,correct
1216,0.61928856,correct
1217,0.7855884,correct
1218,0.8913944,correct
1219,0.49355003,correct
1220,0.27473193,correct
1221,0.9720491,correct
1222,0.7889147,correct
1223,0.33007073,correct
1224,1.4806641,correct
1225,0.59452236,correct
1226,1.1182686,correct
1227,0.44448447,correct
1228,0.3186506,correct
1229,6005.65,incorrect
1230,0.46845105,correct
1231,1.2015224,correct
1232,0.46879947,correct
1233,1.4805539,correct
1234,0.44186646,correct
1235,0.7747967,correct
1236,0.44392768,correct
1237,1.4034368,correct
1238,1.1469891,correct
1239,0.58811116,correct
1240,2.923707,correct
1241,0.4702705,correct
1242,0.8935322,correct
1243,0.6794914,correct
1244,0.98215175,correct
1245,1.9058799,correct
1246,0.36478576,correct
