image_index,mse,annotation
1177,0.7072576,correct
1178,1661.2993,incorrect
1179,0.6119116,correct
1180,0.66195035,correct
1181,0.947248,correct
1182,0.7666645,correct
1183,0.4552866,correct
1184,0.7104122,correct
1185,0.38639754,correct
1186,0.25598702,correct
1187,1.3583404,correct
1188,0.69483113,correct
1189,1.0993733,correct
1190,0.76363015,correct
1191,1.5506169,correct
1192,0.4237171,correct
1193,1.4263058,correct
1194,3.6871226,correct
1195,1.4531531,correct
1196,0.83541024,correct
1197,1.256683,correct
1198,0.66724896,correct
1199,1.1369659,correct
1200,0.70733124,correct
1201,0.45334977,correct
1202,1.234998,correct
1203,0.4757609,correct
1204,0.24221323,correct
1205,0.4266631,correct
1206,0.7255666,correct
1207,0.58972,correct
1208,0.83133596,correct
1209,0.59544194,correct
1210,1.5708327,correct
1211,0.2766648,correct
1212,0.8749676,correct
1213,1190.417,incorrect
1214,0.27332377,correct
1215,0.6138941,correct
1216,0.5903571,correct
1217,0.7195117,correct
1218,1.7898266,correct
1219,0.5881585,correct
1220,0.7454269,correct
1221,0.49778455,correct
1222,1.1396227,correct
1223,0.7665142,correct
1224,261.03995,incorrect
1225,0.7691103,correct
1226,129.29071,incorrect
1227,0.50845814,correct
1228,0.39892843,correct
1229,0.72469455,correct
1230,0.2775669,correct
1231,0.24457735,correct
1232,0.21680108,correct
1233,2.0386155,correct
1234,1.1087799,correct
1235,0.63942516,correct
1236,0.6428766,correct
1237,0.48301446,correct
1238,0.46606964,correct
1239,0.32259393,correct
1240,0.40657446,correct
1241,0.67468715,correct
1242,0.7083994,correct
1243,1.6325496,correct
